Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,3,9500,1,1,102.0,1,1,19,9,5,-1.8561216992922371,1,0,0,1,0,1,20,0,0,7,9,6,0.4410391610764936,0,0,8,10,7,0.3660754506704576,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,17,1,9853,1,1,126.0,1,1,37,7,9,0.407111408990928,0,0,0,1,0,1,18,0,0,6,7,6,0.42035668244481444,0,0,6,7,5,0.37980470508968106,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,43,2,9670,1,1,125.0,1,38,19,4,3,-1.4330874734449166,1,0,0,1,0,0,20,0,4,6,7,6,0.1790610984085565,0,0,6,10,4,0.06677770433138408,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,39,1,9670,1,1,120.0,1,1,19,5,4,0.9500053321616574,0,0,0,1,0,0,31,0,2,6,13,5,0.1583786197768773,0,0,6,14,4,0.2933104022485728,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
1,17,3,9500,1,1,132.0,1,37,37,9,7,0.09688631003622777,1,0,0,1,0,1,19,0,0,7,8,7,0.842193069536773,0,0,8,8,8,0.8175619822466241,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,1,3,9500,1,1,128.0,1,38,38,5,5,-0.5870190217502752,1,0,0,1,0,1,19,0,0,7,9,6,0.2440631741081204,0,0,8,8,7,0.6379146881710844,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,1,9070,1,1,115.0,1,19,1,3,8,-0.24859164107241782,0,0,0,1,0,0,23,0,1,6,8,6,0.4892982778837454,1,0,6,8,6,0.31733659748221404,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,1,9670,1,1,125.0,1,37,37,5,5,-0.20628821848768616,0,0,0,1,0,0,19,0,0,6,7,6,0.8734014524720747,0,0,6,6,6,0.5976422085413617,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,6,9500,1,1,137.0,1,1,3,3,2,-0.39665362011898064,1,0,0,1,0,0,20,0,0,7,7,6,0.4065683633570283,0,0,7,7,6,0.45668852983733305,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,1,9085,1,1,101.0,1,37,37,9,4,-1.827919417569082,1,0,1,1,0,0,22,0,0,6,9,5,0.5582398733226764,0,0,6,17,4,0.22603705559437745,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,1,1,9853,1,1,126.0,1,3,1,2,5,-0.7068787190736819,1,1,0,1,0,0,18,0,0,7,10,6,0.006707109811229211,0,0,7,12,6,0.5015374276067969,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,1
1,7,3,9130,1,3,130.0,1,19,37,90,5,0.2167460073596345,0,0,1,0,0,0,27,0,1,5,6,2,0.1790610984085565,0,0,5,5,1,0.14915323084672547,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,39,1,9556,1,19,100.0,1,37,38,9,9,-0.4883110357192333,0,0,0,1,0,0,29,0,0,7,9,1,-0.1311760810666324,0,0,7,0,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,17,1,9254,1,1,122.0,1,1,19,4,3,0.24494828908278962,1,0,0,1,0,0,18,0,0,6,10,5,0.24110853430359444,0,0,6,10,5,0.37980470508968106,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,17,1,9070,1,1,126.0,1,19,38,9,7,-0.5799684513194859,0,0,0,1,0,0,18,0,0,6,7,5,0.24110853430359444,0,0,6,6,6,0.4695025006286083,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,17,1,9500,1,1,128.0,1,38,38,7,7,0.32250456382146464,0,0,0,1,0,0,18,0,0,8,8,8,0.44198710801377916,0,0,8,8,8,0.48960441730742166,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,17,3,9085,1,1,134.0,1,37,38,9,9,-0.46010875399607815,1,0,0,1,0,0,20,0,0,5,13,3,0.1445903006890912,2,0,5,8,5,0.45668852983733305,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
1,17,2,9254,1,1,128.0,1,38,38,9,9,0.153290873482536,1,0,0,1,0,0,18,0,0,6,6,6,0.42035668244481444,0,0,6,7,5,0.8411076535755927,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,1,1,9070,1,1,125.0,1,1,1,4,4,0.35775741597540806,0,0,0,0,0,0,18,0,1,6,10,5,0.3238384488303112,1,0,6,11,4,0.11711830386853729,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,1
1,7,2,9085,1,3,130.0,1,3,3,1,1,0.2167460073596345,0,0,0,0,0,0,28,0,0,5,9,1,0.28247349156695284,1,0,4,10,0,-1.9651519497137022,4,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,1,2,9500,1,1,135.0,1,37,1,7,7,0.4141619794217183,1,0,0,1,0,1,18,0,0,8,12,7,0.22485801537870345,0,0,8,12,7,0.2878187004808834,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,39,1,9500,1,19,133.1,1,37,38,151,161,1.1826741563776826,0,0,0,1,0,0,27,0,0,7,12,4,0.696123064200538,0,0,7,14,3,0.44227281269714847,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,39,1,33,1,1,140.0,1,3,1,2,4,1.8242760655794539,0,0,0,1,0,0,26,0,0,7,9,7,0.8512416539381324,0,0,7,12,5,0.6873400040802891,3,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,1
1,1,2,9773,1,1,138.0,1,19,1,9,3,0.46351597243723824,1,0,0,1,0,0,18,0,0,6,6,6,0.42035668244481444,0,0,6,6,6,0.6617120624977382,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,1,1,9130,1,1,150.0,1,5,5,2,2,1.3589384171473995,0,0,0,1,0,0,18,0,0,5,12,4,0.4892982778837454,2,0,5,6,5,0.7257819164541148,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,1,2,9147,1,1,125.0,1,1,19,4,6,-0.8267384163970896,0,1,0,1,0,0,21,0,0,5,6,0,-2.1994239442345584,0,0,5,5,0,-1.9651519497137022,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,1,2,9070,1,1,121.0,1,4,1,2,3,-0.43895704270371233,1,0,0,1,0,0,18,0,0,6,8,4,0.02394250867096205,0,0,6,9,0,-1.9651519497137022,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
2,39,1,8014,0,1,120.0,1,34,34,99,99,-1.7715148541227728,0,0,0,0,0,0,32,0,0,5,5,0,-2.1994239442345584,0,0,5,10,0,-1.9651519497137022,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,39,2,9670,1,1,140.0,1,34,34,0,0,-1.8984251218769688,0,0,0,1,0,0,28,0,0,5,6,4,0.3858858847253491,0,0,5,7,4,0.2933104022485728,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,39,1,9991,0,1,100.0,1,37,19,9,2,-0.354350197534248,0,0,0,0,0,0,40,0,0,4,4,0,-2.1994239442345584,0,0,5,0,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
2,18,2,8014,0,1,140.0,1,37,37,9,10,-0.46010875399607815,0,0,1,0,0,0,39,0,0,5,5,0,-2.1994239442345584,0,0,4,4,0,-1.9651519497137022,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
2,18,2,9238,1,1,140.0,1,37,37,9,10,-0.46010875399607815,0,0,1,0,0,0,39,0,0,6,0,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
2,39,1,9003,1,1,120.0,1,37,19,9,4,1.5422532483479068,0,0,0,1,0,0,50,0,0,6,7,6,0.3858858847253491,0,0,6,15,5,0.4182466174635073,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,17,2,9853,1,1,138.0,1,1,1,9,4,-0.27679392279557297,1,0,0,1,0,0,23,0,0,6,10,5,0.44793332062038704,0,0,6,9,3,0.2772929387594786,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
4,39,1,8014,0,19,133.1,1,34,34,0,0,-1.8984251218769688,0,0,0,1,0,0,48,0,0,6,11,1,-0.1311760810666324,0,0,6,11,1,0.14915323084672547,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,17,2,9853,1,1,118.0,1,37,37,9,9,-1.0453060997515393,1,0,0,1,0,0,23,0,0,6,11,4,0.12735490182935835,0,0,6,10,5,-0.004614418648578498,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,1,6,9500,1,1,135.0,1,37,1,5,5,-0.008872246425603391,1,0,0,1,0,1,18,0,0,8,8,7,0.4086366112201962,0,0,8,8,7,0.4586106254560243,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,17,1,9130,1,1,130.0,1,3,19,2,9,-0.7773844233815687,0,0,0,1,0,0,18,0,0,5,14,2,0.28247349156695284,2,0,5,6,5,0.45668852983733305,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,15,1,9238,1,1,150.0,26,3,37,2,8,0.3930102681293514,1,0,0,0,0,0,20,1,0,6,9,5,0.4892982778837454,0,0,6,7,6,0.62967713551955,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,18,3,9085,1,1,149.0,103,1,1,9,9,0.3718585568369846,1,0,0,1,0,1,18,1,0,5,9,4,0.28247349156695284,0,0,5,8,5,0.5335723545849851,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,1,9556,1,1,180.0,103,5,3,1,1,2.809795634653519,1,0,0,1,0,0,18,1,0,7,8,4,0.28247349156695284,0,0,8,8,0,-1.9651519497137022,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,43,1,9119,1,1,133.1,1,1,1,9,3,0.6397802332069552,0,0,0,1,1,0,31,0,0,5,12,1,0.28247349156695284,0,0,5,9,1,0.14915323084672547,4,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,39,1,9119,1,19,133.1,1,19,19,5,3,-1.8349699879998704,1,0,0,1,1,0,24,0,0,5,9,1,0.28247349156695284,0,0,5,6,3,0.053048449912160574,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1
1,39,1,171,1,1,145.0,1,3,1,2,10,-0.8760924094126106,1,0,0,1,1,0,24,0,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,39,1,9147,1,1,110.0,1,37,37,9,9,-1.1722163675057353,0,0,1,0,1,0,26,0,0,5,5,0,-2.1994239442345584,0,0,5,9,0,-1.9651519497137022,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,1,1,9130,1,1,154.0,1,3,3,2,2,0.7243870783764185,1,0,1,1,1,0,18,0,0,6,11,5,0.6185637693317408,0,0,6,9,4,0.2933104022485728,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,17,1,9147,1,1,126.0,1,37,37,4,7,-0.7068787190736819,0,0,0,1,1,1,19,0,0,5,12,3,0.21353189612802181,0,0,5,10,3,0.2772929387594786,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
1,17,1,9670,1,1,133.0,1,19,37,9,8,-0.3614007679650373,1,0,0,1,1,0,22,0,0,6,0,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
1,1,2,9500,1,1,145.0,1,4,2,2,3,0.026380605728339997,1,0,0,1,1,0,18,0,0,8,8,7,0.218357807808747,0,0,8,8,7,0.2817778285364249,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,44,1,9070,1,39,120.0,1,1,19,4,7,-0.4883110357192333,0,0,1,0,1,0,20,0,0,6,11,0,-2.1994239442345584,6,0,6,12,0,-1.9651519497137022,12,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,44,1,171,1,39,150.0,1,4,4,2,2,1.62686009351737,0,0,0,1,1,0,25,0,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,43,1,9991,0,1,150.0,1,3,3,4,4,-1.8984251218769688,1,0,0,1,1,0,24,0,0,5,10,4,0.1790610984085565,0,0,5,11,5,0.20407024852361985,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,39,1,9119,1,1,150.0,1,3,3,4,4,1.62686009351737,1,0,0,1,1,0,27,0,0,5,10,1,0.696123064200538,0,0,5,0,0,-1.9651519497137022,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,0
1,17,1,9254,1,1,127.0,1,3,19,4,4,-0.7068787190736819,0,0,0,1,1,0,21,0,0,6,7,5,0.07564870525016021,0,0,6,7,5,0.4182466174635073,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,44,1,9003,1,39,140.0,1,19,38,3,9,0.9218030504385023,1,0,0,1,1,0,21,0,0,6,7,6,0.4597518798384894,0,0,6,6,6,0.5656072815631732,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,18,3,9773,1,1,128.0,1,19,1,9,9,-0.34024905667267147,1,0,0,1,1,0,19,0,0,6,9,4,0.3858858847253491,0,0,6,6,6,0.21322308480310218,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,39,1,9500,1,1,127.0,1,19,19,5,5,2.3319171365962377,0,0,0,1,1,0,28,0,0,7,7,7,0.8054447369679856,0,0,8,11,8,0.921486197629956,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,1,1,9147,1,1,117.0,1,19,19,5,7,-0.6011201626118517,0,0,0,1,1,0,20,0,0,5,8,5,-0.1311760810666324,0,0,5,10,2,0.3413627927158553,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,44,1,9003,1,39,150.0,1,1,19,4,10,1.62686009351737,0,0,0,1,1,1,21,0,0,6,8,6,0.4892982778837454,0,0,6,10,6,0.4614937688840614,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,1,1,9500,1,1,154.0,1,1,1,5,3,1.2672810015471478,0,0,0,1,1,1,18,0,0,7,7,7,1.100908717420546,0,0,8,9,8,0.9542977288985246,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,17,2,9119,1,1,127.0,1,19,1,9,10,-0.41075476098055824,1,0,0,1,1,1,18,0,0,5,6,5,0.5306632351471038,0,0,5,8,5,0.45668852983733305,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,1
1,1,2,9147,1,1,133.0,1,19,1,5,10,-0.3614007679650373,0,0,0,1,1,0,20,0,0,5,9,4,-0.08981112380327404,0,0,5,6,3,0.14915323084672547,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,1
1,39,1,9119,1,40,120.0,1,1,1,5,10,1.4012418397321331,0,0,0,1,1,0,25,0,2,5,6,5,0.7374880214638964,0,1,5,5,2,0.62967713551955,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,1
1,1,1,9670,1,1,133.1,1,38,19,5,6,0.7807916418227288,0,0,1,1,1,0,22,0,0,6,8,6,0.4117389830149482,0,0,6,11,2,0.8218866973886797,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,1
1,1,1,9500,1,1,149.0,1,37,37,9,9,0.7807916418227288,0,0,0,1,1,0,18,0,0,8,11,6,0.5920212550877527,1,0,8,11,6,0.6290364369799865,1,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
1,17,2,9147,1,1,125.0,1,19,38,9,7,-0.7491821416584146,1,0,0,1,1,0,19,0,0,5,8,5,0.5410044744629435,0,0,5,8,5,0.14915323084672547,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,5,9119,1,1,126.0,1,12,19,4,5,-0.3120467749495163,1,0,0,1,1,0,19,0,0,5,12,3,0.28247349156695284,0,0,5,10,3,0.3413627927158553,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,39,1,9773,1,19,133.1,1,19,1,7,9,-0.8408395572586672,1,0,1,0,1,0,25,0,0,6,10,4,0.4892982778837454,0,0,6,9,4,0.6777295259868324,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,43,1,9070,1,1,115.0,1,12,12,1,10,-0.8408395572586672,0,0,1,1,1,0,21,0,5,11,12,9,0.23651242794099944,0,3,8,11,3,0.6617120624977382,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,17,3,9119,1,1,117.0,1,1,2,3,2,-0.5024121765808108,1,0,0,1,1,0,19,0,0,5,10,2,0.07564870525016021,0,0,6,10,0,-1.9651519497137022,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,0
1,17,2,9147,1,1,133.1,1,1,1,4,4,-1.9689308261848557,0,0,0,1,1,0,20,0,0,5,14,0,-2.1994239442345584,0,0,5,5,0,-1.9651519497137022,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,0
1,44,1,9003,1,39,150.0,1,3,2,2,2,1.62686009351737,0,0,0,1,1,0,25,0,9,14,16,14,0.3711126857027211,0,3,9,13,6,0.12169472200827845,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,17,1,9147,1,1,130.0,1,19,1,7,4,-0.6434235851965844,1,0,0,1,1,0,20,0,0,5,8,3,0.07564870525016021,0,0,5,11,3,0.3413627927158553,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1
1,1,1,171,1,1,161.0,1,37,37,9,9,1.2179270085316258,1,0,0,1,1,0,18,0,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,44,1,9254,1,39,130.0,1,39,39,194,193,0.2167460073596345,1,0,1,1,1,0,23,0,0,6,12,3,0.1790610984085565,0,0,6,12,3,0.08508337689034876,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,1
1,42,1,9500,1,1,111.0,1,1,3,9,10,0.08983573960543749,1,0,0,1,1,0,23,0,0,8,8,8,0.38743707062272514,0,0,8,8,8,0.4389091453644387,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,53,1,9003,1,42,140.0,1,3,38,141,151,0.5904262401914352,0,0,0,1,1,0,21,0,7,12,18,11,0.3012757448684796,0,5,12,14,11,0.3413627927158553,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,1,1,9130,1,1,132.0,1,1,1,3,3,1.1967752972392611,1,0,0,1,1,0,20,0,0,5,14,2,0.07564870525016021,3,0,5,9,3,0.4695025006286083,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
1,39,1,9991,0,1,139.0,1,1,1,4,10,0.9711570434540222,0,0,0,1,1,0,25,0,0,5,13,1,-0.1311760810666324,0,0,5,8,2,0.21322308480310218,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,1,1,9130,1,1,132.0,1,19,38,9,9,0.24494828908278962,1,0,0,1,1,0,18,0,0,6,6,6,0.5927106710421417,0,0,6,9,5,0.5720142669588109,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,1,6,9070,1,6,119.0,1,1,1,9,9,-0.26269278193399537,1,0,0,1,1,0,22,0,0,6,6,6,0.7305938619200033,0,0,6,8,6,0.6537033307531912,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,39,1,9670,1,1,133.1,1,19,19,3,9,-0.6293224443350068,0,0,0,1,1,0,27,0,0,6,7,6,0.696123064200538,0,0,6,7,6,0.8630744606463503,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,39,1,9003,1,19,133.1,1,4,1,2,4,-0.4883110357192333,0,0,0,1,1,0,25,0,0,3,4,0,-2.1994239442345584,0,0,3,5,0,-1.9651519497137022,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,17,4,9119,1,1,129.0,1,34,36,0,5,-0.5658673104579083,1,0,0,1,1,0,18,0,0,5,9,3,0.21353189612802181,0,0,5,10,3,0.21322308480310218,4,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,17,1,9085,1,1,128.0,1,38,19,8,8,-0.685727007781316,0,0,0,1,1,0,20,0,0,5,7,5,0.8202179359906135,1,0,5,5,5,0.7642238288279407,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,39,1,9003,1,1,120.0,1,3,4,2,2,-0.4883110357192333,0,0,0,1,1,0,27,0,0,6,10,5,0.4892982778837454,0,0,6,13,5,0.24525801178129036,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,1,1,8014,0,1,130.0,1,1,1,9,9,-0.6222718739042186,0,0,0,1,1,0,20,0,0,6,7,6,0.3169442892864181,0,0,6,9,6,0.3413627927158553,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,1,9147,1,1,130.0,1,38,37,9,9,-0.14988365504137693,1,0,0,1,1,0,22,0,0,5,9,0,-2.1994239442345584,0,0,5,5,1,0.3413627927158553,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,17,6,9119,1,1,111.0,1,19,3,5,10,-1.4401380438757048,1,0,0,1,1,0,19,0,0,5,10,3,-0.027763687908236103,0,0,5,11,3,0.11071131847289965,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,1,6,9147,1,1,121.0,1,3,19,4,5,-0.7139292895044712,0,0,0,1,1,0,20,0,0,5,14,3,0.3652034060936699,0,0,5,8,5,0.11711830386853729,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,1
1,43,4,171,1,1,117.0,1,19,12,9,10,-1.242722071813622,0,0,0,1,1,0,19,0,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
2,39,1,9085,1,9,133.1,1,1,1,4,4,-0.4883110357192333,1,0,0,0,1,0,29,0,0,5,12,0,-2.1994239442345584,4,0,5,8,0,-1.9651519497137022,1,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,1,2,9500,1,1,149.0,1,3,1,9,9,0.7455387896687853,0,0,0,1,1,0,19,0,0,8,8,7,0.6606673865462305,0,0,8,8,7,0.692831705847978,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,39,2,9991,0,1,172.0,1,19,37,9,8,1.62686009351737,1,0,0,1,0,1,28,0,0,5,7,5,-0.007081209276556914,0,0,5,6,5,-0.004614418648578498,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
2,1,1,9238,1,1,134.0,1,37,37,5,5,-0.46010875399607815,0,0,0,1,0,0,20,0,0,6,7,6,0.1790610984085565,0,0,6,6,6,0.2772929387594786,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,4,9070,1,1,136.0,1,37,37,9,8,0.6891342262224751,1,0,0,1,0,0,20,0,0,6,6,4,0.5927106710421417,0,0,6,8,6,0.6537033307531912,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,39,1,8014,0,1,133.1,1,34,5,0,1,-0.5940695921810635,1,0,0,1,0,0,31,0,0,6,12,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,17,5,9500,1,1,141.0,1,12,1,5,5,0.42826312028329483,1,0,0,1,0,0,18,0,0,7,8,7,0.39364181421222877,0,0,8,9,7,0.45943438072117776,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,17,1,9670,1,1,141.0,1,1,19,8,7,0.13213916219017116,1,0,0,1,0,0,19,0,0,6,6,6,0.8684770527978654,0,0,6,8,6,0.5884893722618795,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,1
1,1,1,9147,1,1,148.0,1,37,38,9,8,0.42826312028329483,1,0,0,1,0,0,18,0,0,5,10,4,0.28247349156695284,0,0,5,9,4,0.49513044221115926,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,17,1,9254,1,1,102.0,1,37,37,7,7,-1.7574137132611953,0,0,0,1,0,0,19,0,0,6,8,5,0.24110853430359444,0,0,6,8,5,0.2644789679682033,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,1,9147,1,1,143.0,1,1,19,3,3,0.49171825416039333,0,0,0,1,0,1,18,0,0,5,5,5,0.9029478505173306,0,0,5,5,5,0.9564333906970705,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,17,1,9085,1,1,120.0,1,38,19,90,90,0.005228894435974165,0,0,0,1,0,0,19,0,0,5,7,3,0.28247349156695284,0,0,5,7,5,0.5720142669588109,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,17,1,9773,1,1,121.0,1,38,38,9,8,-0.46010875399607815,1,0,0,1,0,1,18,0,0,6,6,6,0.4548274801642801,0,0,6,7,6,0.3962798103927496,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,1,3,9254,1,1,122.0,1,37,37,9,3,-0.17103536633374278,1,0,0,1,0,0,19,0,0,6,12,6,0.21353189612802181,0,0,6,14,3,0.3413627927158553,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,4,9556,1,1,122.0,1,37,1,5,4,-0.21333878891847444,0,0,0,1,0,0,19,0,0,7,9,7,0.3160825193434315,0,0,8,8,8,0.692145243127017,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,2,9670,1,1,123.0,1,19,1,9,3,-0.6434235851965844,1,0,0,1,0,0,18,0,0,6,6,6,0.6616522664810727,0,0,6,11,6,0.8325650063814092,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,1,9500,1,1,133.0,1,3,19,2,8,-0.01592281685639167,0,0,0,1,0,0,19,0,0,7,12,4,0.3755446454095093,0,0,7,11,5,0.2836999241551162,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,1
1,44,1,9670,1,39,110.0,1,37,1,9,4,-1.1933680787981011,0,0,0,1,0,1,20,0,2,6,9,6,0.30832658985655187,0,2,6,7,6,0.6434063899387734,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,17,1,9670,1,1,155.0,1,1,19,4,8,0.5481228176067016,1,0,0,1,0,0,20,0,0,6,8,5,0.5720281924104625,0,0,6,10,4,0.5335723545849851,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
1,17,1,9003,1,1,119.0,1,37,37,4,6,-0.9677498250128632,0,0,1,1,0,0,20,0,0,6,8,6,0.5582398733226764,0,0,6,8,5,0.7257819164541148,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,1
1,39,1,9991,0,3,120.0,1,37,37,9,9,0.992308754746389,0,0,0,1,0,0,29,0,10,15,15,11,0.16965997175779368,0,9,13,16,11,0.25399481004806856,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
